Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
State,32,Nevada,300,PERIPHERAL VASCULAR DISORDERS WITH CC,177,103387.50282,10274.757062,7752.9943503
State,32,Nevada,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,40,74656.45,7101.975,5096.6
State,32,Nevada,302,ATHEROSCLEROSIS WITH MCC,22,122167.36364,11333.818182,9155.5454545
State,32,Nevada,303,ATHEROSCLEROSIS WITHOUT MCC,53,71226.320755,6602.5283019,5139.9245283
State,32,Nevada,304,HYPERTENSION WITH MCC,124,85444.314516,10284.830645,8735.5241935
State,32,Nevada,305,HYPERTENSION WITHOUT MCC,312,81783.134615,7080.900641,5351.8269231
State,32,Nevada,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,26,135831.96154,13564.692308,11423.192308
State,32,Nevada,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,25,73919.08,8871.04,7449.2
State,32,Nevada,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,421,91998.608076,10888.31829,8899.6935867
State,32,Nevada,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,512,65865.136719,7268.3867188,5312.3789063
State,32,Nevada,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,261,51027.321839,5627.4022989,3624.6321839
State,32,Nevada,311,ANGINA PECTORIS,42,64349.071429,6668.9761905,4937.1428571
State,32,Nevada,312,SYNCOPE AND COLLAPSE,581,78314.48537,8501.0671256,6622.2151463
State,32,Nevada,313,CHEST PAIN,364,89959.837912,6985.0686813,5168.9120879
State,32,Nevada,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,325,163000.88615,18900.821538,16138.101538
State,32,Nevada,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,116,76997.732759,9376.5862069,7042.6810345
State,32,Nevada,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,13,59482.538462,6359.8461538,5279.3846154
State,32,Nevada,321,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITH MCC OR 4+ ARTERIES/,91,319508.01099,26301.032967,23895.879121
State,32,Nevada,322,PERCUTANEOUS CARDIOVASCULAR PROCEDURES WITH INTRALUMINAL DEVICE WITHOUT MCC,110,200569.14545,17694.372727,13634.1
State,32,Nevada,323,CORONARY INTRAVASCULAR LITHOTRIPSY WITH INTRALUMINAL DEVICE WITH MCC,12,572705.5,42870.916667,41431.25
State,32,Nevada,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",75,362647.06667,45434.76,38020.92
State,32,Nevada,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",40,193052.175,23126.35,19479.3
State,32,Nevada,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",31,137293.09677,14642.774194,12791.225806
State,32,Nevada,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,283,330673.13781,38799.678445,34300.113074
State,32,Nevada,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,257,182251.2607,21970.342412,17695.291829
State,32,Nevada,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,150,114018.18,14972.373333,12277.186667
State,32,Nevada,335,PERITONEAL ADHESIOLYSIS WITH MCC,37,258887,31426,27300.621622
State,32,Nevada,336,PERITONEAL ADHESIOLYSIS WITH CC,53,163890.22642,18995.566038,14196.754717
State,32,Nevada,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,13,126052.92308,13133.846154,11492.769231
State,32,Nevada,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,20,105437.9,17400.4,8816.15
State,32,Nevada,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,13,91790.692308,10278.230769,8651
State,32,Nevada,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,13,136004.30769,13939.230769,10460.153846
State,32,Nevada,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,12,88987.833333,9816.5833333,8207.8333333
State,32,Nevada,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,12,193503.91667,23111.25,21654.166667
State,32,Nevada,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,13,82519.538462,14197.307692,11723.538462
State,32,Nevada,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,11,205145.90909,19778.545455,18040.818182
State,32,Nevada,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,18,140133.94444,13080.5,11624.833333
State,32,Nevada,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,11,109332.54545,9820.9090909,7604.0909091
State,32,Nevada,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,22,164019.81818,23842.409091,22280.454545
State,32,Nevada,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,33,150256.93939,15620.545455,13464.878788
State,32,Nevada,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,25,99758.88,12110.56,8991.08
State,32,Nevada,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,75,300652.85333,35557.626667,33229.026667
State,32,Nevada,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,56,165741.28571,19343.035714,16583.625
State,32,Nevada,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,65,144689.21538,15262.984615,13563.092308
State,32,Nevada,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,39,84550.051282,9013.2051282,7421.2564103
State,32,Nevada,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,100,122433.95,14860.96,12387.22
State,32,Nevada,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,135,90539.696296,9858.6,7449.1703704
State,32,Nevada,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,32,76942.75,7183.4375,4942.40625
State,32,Nevada,374,DIGESTIVE MALIGNANCY WITH MCC,109,155855.27523,17716.761468,15400.522936
State,32,Nevada,375,DIGESTIVE MALIGNANCY WITH CC,78,111724.4359,11014.24359,9046.8589744
State,32,Nevada,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,594,148204.60101,15544.104377,13605.952862
State,32,Nevada,378,GASTROINTESTINAL HEMORRHAGE WITH CC,573,83499.015707,8930.0069808,7183.6544503
State,32,Nevada,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,46,60709.434783,6427.5434783,4266.3478261
State,32,Nevada,380,COMPLICATED PEPTIC ULCER WITH MCC,55,105922.27273,15559.436364,13575.290909
State,32,Nevada,381,COMPLICATED PEPTIC ULCER WITH CC,66,108122.66667,9864.4848485,8012
State,32,Nevada,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,31,95294.451613,8507.3548387,7021.2903226
State,32,Nevada,385,INFLAMMATORY BOWEL DISEASE WITH MCC,36,146696.83333,14134.805556,12787.222222
State,32,Nevada,386,INFLAMMATORY BOWEL DISEASE WITH CC,53,79376.641509,9124.9056604,7624.2075472
State,32,Nevada,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,15,70895.866667,7683.8666667,4789.2
State,32,Nevada,388,GASTROINTESTINAL OBSTRUCTION WITH MCC,164,107014.42683,12935.859756,11159.189024
State,32,Nevada,389,GASTROINTESTINAL OBSTRUCTION WITH CC,308,73863.844156,7576.7792208,5681.7337662
State,32,Nevada,390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,141,47537.929078,6038.8297872,3515.9361702
State,32,Nevada,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",308,106404.6039,11730.454545,9763.461039
State,32,Nevada,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",874,79402.854691,7726.8661327,5669.1899314
State,32,Nevada,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,238,145183.71849,15205.453782,12571.962185
State,32,Nevada,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,284,94631.651408,9062.6056338,7186.0070423
State,32,Nevada,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,50,58421.78,6308.18,4422.18
State,32,Nevada,405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",20,359663.4,48320.05,46300.7
State,32,Nevada,406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",21,229888.90476,23563.761905,20852.809524
State,32,Nevada,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,14,169614.57143,31215.214286,27992.071429
State,32,Nevada,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,18,182395.72222,17477.666667,15948
State,32,Nevada,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,117,169308.97436,19892.709402,17745.564103
State,32,Nevada,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,177,165483.25989,14973.700565,12009.870056
State,32,Nevada,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,79,139535.11392,12037.797468,8239.8987342
State,32,Nevada,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,13,311690.69231,33179.230769,22679.692308
State,32,Nevada,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,157,160114.86624,16818.726115,14467.687898
State,32,Nevada,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,80,110526.025,10000.7875,8031.45
State,32,Nevada,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,120,151661.30833,16060.091667,13402.45
State,32,Nevada,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,56,112099.69643,10249.035714,8371.9642857
State,32,Nevada,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,82,167024.70732,15270.987805,12841.280488
State,32,Nevada,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,139,75216.690647,8549.0215827,6308.1151079
State,32,Nevada,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,52,60614.576923,6214.6153846,3728.75
State,32,Nevada,441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",132,142209.45455,16164.765152,14749.325758
State,32,Nevada,442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",80,81566.5875,9266.5,7043.325
State,32,Nevada,443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",11,43760.909091,6262.7272727,4564.2727273
State,32,Nevada,444,DISORDERS OF THE BILIARY TRACT WITH MCC,148,121090.76351,14847.628378,11758.689189
State,32,Nevada,445,DISORDERS OF THE BILIARY TRACT WITH CC,190,104776.36842,10167.742105,8207.6210526
State,32,Nevada,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,54,83636.666667,7450.037037,5956.1851852
State,32,Nevada,453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,45,550383.95556,79005.088889,72110.6
State,32,Nevada,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,181,402855.90055,54852.756906,46379.232044
State,32,Nevada,455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,168,273526.84524,41818.047619,34041.928571
State,32,Nevada,457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",20,350442.35,54649.35,47868.75
State,32,Nevada,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,23,450160.82609,55142.695652,52661.478261
State,32,Nevada,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,182,257505.33516,33460.302198,27106.923077
State,32,Nevada,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,33,337054.78788,42172.909091,40478.454545
State,32,Nevada,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,59,260325.11864,25736.79661,23079.762712
State,32,Nevada,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,11,106067.54545,16570.636364,14987.818182
State,32,Nevada,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,54,318444.40741,40445.759259,35997.814815
State,32,Nevada,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,142,245861.26056,30145.021127,26599.338028
State,32,Nevada,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,147,196507.36735,22611.013605,20129.707483
State,32,Nevada,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,56,227699.26786,26228.714286,24405.303571
State,32,Nevada,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,408,174422.67157,17948.360294,13693.509804
State,32,Nevada,471,CERVICAL SPINAL FUSION WITH MCC,30,272389.46667,40809.5,35863.466667
State,32,Nevada,472,CERVICAL SPINAL FUSION WITH CC,141,180083.48227,26673.70922,22490.156028
State,32,Nevada,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,66,127773.90909,21699.666667,19132.257576
State,32,Nevada,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,32,358421.4375,37151.09375,28585.15625
State,32,Nevada,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,26,129180.53846,18425.538462,15382
State,32,Nevada,477,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,21,311921.42857,27091.666667,23530.571429
State,32,Nevada,478,BIOPSIES OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC,33,165274.42424,23250.30303,18798.515152
State,32,Nevada,480,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH MCC,252,180457.34127,24346.698413,21800.68254
State,32,Nevada,481,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITH CC,532,136967.17857,18313.073308,15746.046992
State,32,Nevada,482,HIP AND FEMUR PROCEDURES EXCEPT MAJOR JOINT WITHOUT CC/MCC,124,113192.01613,15092.580645,12167.741935
State,32,Nevada,483,MAJOR JOINT OR LIMB REATTACHMENT PROCEDURES OF UPPER EXTREMITIES,130,187307.4,20676.453846,16807.953846
State,32,Nevada,486,KNEE PROCEDURES WITH PRINCIPAL DIAGNOSIS OF INFECTION WITH CC,17,182202.11765,18578.529412,15843.058824
State,32,Nevada,488,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITH CC/MCC,14,115081.85714,18481.571429,16978.071429
State,32,Nevada,489,KNEE PROCEDURES WITHOUT PRINCIPAL DIAGNOSIS OF INFECTION WITHOUT CC/MCC,15,92476.466667,12077.066667,8571.1333333
State,32,Nevada,492,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH MCC",63,191639.20635,29811.761905,26589.428571
State,32,Nevada,493,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITH CC",126,162963.96825,20785.571429,18037.015873
State,32,Nevada,494,"LOWER EXTREMITY AND HUMERUS PROCEDURES EXCEPT HIP, FOOT AND FEMUR WITHOUT CC/MCC",73,120639.53425,16416.219178,13915.30137
State,32,Nevada,500,SOFT TISSUE PROCEDURES WITH MCC,23,225199.26087,28536.26087,24763.869565
State,32,Nevada,501,SOFT TISSUE PROCEDURES WITH CC,29,130004.7931,15803.724138,13434.689655
State,32,Nevada,502,SOFT TISSUE PROCEDURES WITHOUT CC/MCC,11,120697.54545,12012.454545,7398.5454545
State,32,Nevada,504,FOOT PROCEDURES WITH CC,18,127113.11111,15960.777778,13681.611111
State,32,Nevada,507,MAJOR SHOULDER OR ELBOW JOINT PROCEDURES WITH CC/MCC,11,113763.63636,17553.181818,16105.272727
State,32,Nevada,513,"HAND OR WRIST PROCEDURES, EXCEPT MAJOR THUMB OR JOINT PROCEDURES WITH CC/MCC",13,110241.07692,14509.153846,10305.384615
State,32,Nevada,515,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH MCC,31,209319.74194,26799.645161,24787.548387
State,32,Nevada,516,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITH CC,85,150206.88235,17352.070588,15265.752941
State,32,Nevada,517,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE O.R. PROCEDURES WITHOUT CC/MCC,48,119142.25,13663.916667,11493.5
State,32,Nevada,518,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH MCC OR DISC DEVICE OR NEUROSTIMULATOR,28,282009.39286,33440.821429,31003.071429
State,32,Nevada,519,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITH CC,65,143116.26154,17020.092308,14516.8
State,32,Nevada,520,BACK AND NECK PROCEDURES EXCEPT SPINAL FUSION WITHOUT CC/MCC,42,103020.57143,13063.952381,10340.309524
State,32,Nevada,521,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITH MCC,124,187493.76613,25049.629032,22587.129032
State,32,Nevada,522,HIP REPLACEMENT WITH PRINCIPAL DIAGNOSIS OF HIP FRACTURE WITHOUT MCC,362,155505.38122,18549.933702,16331.328729
State,32,Nevada,534,FRACTURES OF FEMUR WITHOUT MCC,21,61366.857143,7286.7142857,6132.0952381
State,32,Nevada,535,FRACTURES OF HIP AND PELVIS WITH MCC,60,143742.88333,13030.55,10602.016667
State,32,Nevada,536,FRACTURES OF HIP AND PELVIS WITHOUT MCC,132,56604.151515,7263.1136364,5631.8106061
State,32,Nevada,539,OSTEOMYELITIS WITH MCC,40,176661.475,17031.7,14295.225
State,32,Nevada,540,OSTEOMYELITIS WITH CC,44,105982.84091,12020.204545,9886.1590909
State,32,Nevada,542,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH MCC,70,127806.57143,15614.028571,12831.128571
State,32,Nevada,543,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITH CC,109,88047.522936,9603.4311927,7767.8348624
State,32,Nevada,544,PATHOLOGICAL FRACTURES AND MUSCULOSKELETAL AND CONNECTIVE TISSUE MALIGNANCY WITHOUT CC/M,14,55189.857143,7090.5714286,4914
State,32,Nevada,545,CONNECTIVE TISSUE DISORDERS WITH MCC,25,163044.12,23257.68,18967.2
State,32,Nevada,546,CONNECTIVE TISSUE DISORDERS WITH CC,30,83147,11157.233333,8968.5
State,32,Nevada,549,SEPTIC ARTHRITIS WITH CC,14,104108.85714,10962.428571,9855.1428571
State,32,Nevada,551,MEDICAL BACK PROBLEMS WITH MCC,164,137978.21341,15267.609756,12446.5
State,32,Nevada,552,MEDICAL BACK PROBLEMS WITHOUT MCC,466,85219.051502,9454.3476395,7137.6523605
State,32,Nevada,554,BONE DISEASES AND ARTHROPATHIES WITHOUT MCC,65,71992.953846,7838.8923077,6122.3076923
State,32,Nevada,555,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC,21,98830.857143,12439.095238,11324.904762
State,32,Nevada,556,SIGNS AND SYMPTOMS OF MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT MCC,72,63220,7495.8055556,6220.6944444
State,32,Nevada,557,"TENDONITIS, MYOSITIS AND BURSITIS WITH MCC",47,83227.340426,13137.042553,11421.340426
State,32,Nevada,558,"TENDONITIS, MYOSITIS AND BURSITIS WITHOUT MCC",74,81884.364865,8146.2972973,6549.7162162
State,32,Nevada,559,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH MCC",27,121743.88889,14011.296296,13082.851852
State,32,Nevada,560,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITH CC",38,93959.342105,10854.184211,8649.6052632
State,32,Nevada,561,"AFTERCARE, MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE WITHOUT CC/MCC",13,44603.538462,7617.6153846,4901.0769231
State,32,Nevada,562,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITH MCC",73,108302.9863,12997.493151,10786.260274
State,32,Nevada,563,"FRACTURE, SPRAIN, STRAIN AND DISLOCATION EXCEPT FEMUR, HIP, PELVIS AND THIGH WITHOUT MCC",154,72670.162338,8137.8636364,6371.012987
State,32,Nevada,564,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH MCC,48,131163.8125,14491.229167,12805.270833
State,32,Nevada,565,OTHER MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DIAGNOSES WITH CC,55,86135.381818,9250.9090909,6780.0181818
State,32,Nevada,570,SKIN DEBRIDEMENT WITH MCC,17,183053.35294,23912.411765,20398.823529
State,32,Nevada,571,SKIN DEBRIDEMENT WITH CC,19,106453.94737,13821.421053,11082.263158
State,32,Nevada,574,SKIN GRAFT FOR SKIN ULCER OR CELLULITIS WITH CC,12,350842.08333,32198.916667,27478.833333
State,32,Nevada,579,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH MCC",42,235724.5,27628.738095,25679.285714
State,32,Nevada,580,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITH CC",48,137822.77083,16205.916667,14029.354167
State,32,Nevada,581,"OTHER SKIN, SUBCUTANEOUS TISSUE AND BREAST PROCEDURES WITHOUT CC/MCC",14,88698,12866.714286,10388.214286
State,32,Nevada,592,SKIN ULCERS WITH MCC,26,253292.15385,19162.692308,15875.807692
State,32,Nevada,593,SKIN ULCERS WITH CC,38,89118.026316,10404.973684,9106.6052632
State,32,Nevada,595,MAJOR SKIN DISORDERS WITH MCC,12,185823.5,18437.5,17415.916667
State,32,Nevada,596,MAJOR SKIN DISORDERS WITHOUT MCC,18,98205.555556,11550.333333,9399.3333333
State,32,Nevada,597,MALIGNANT BREAST DISORDERS WITH MCC,15,163877.2,14710.666667,13284.266667
State,32,Nevada,598,MALIGNANT BREAST DISORDERS WITH CC,11,135571.45455,10267.454545,9067.5454545
State,32,Nevada,602,CELLULITIS WITH MCC,174,93603.344828,12900.724138,10491.022989
State,32,Nevada,603,CELLULITIS WITHOUT MCC,456,72903.833333,8334.9561404,6381.7565789
State,32,Nevada,604,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITH MCC",31,82160.16129,13808.774194,12383.612903
State,32,Nevada,605,"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE AND BREAST WITHOUT MCC",118,81733.584746,9442.720339,7061.2542373
State,32,Nevada,606,MINOR SKIN DISORDERS WITH MCC,12,148150.41667,17322.666667,11257.75
State,32,Nevada,607,MINOR SKIN DISORDERS WITHOUT MCC,32,71414.96875,8070.53125,6541.75
State,32,Nevada,614,ADRENAL AND PITUITARY PROCEDURES WITH CC/MCC,12,474950.33333,29810.166667,21509.333333
State,32,Nevada,616,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH MCC",28,195273.28571,33913.785714,29015.285714
State,32,Nevada,617,"AMPUTATION OF LOWER LIMB FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WITH CC",67,146346.07463,18036.507463,14594.298507
State,32,Nevada,620,O.R. PROCEDURES FOR OBESITY WITH CC,15,69001.466667,14659.933333,11220.933333
State,32,Nevada,621,O.R. PROCEDURES FOR OBESITY WITHOUT CC/MCC,65,79694.430769,13764.753846,10624.415385
State,32,Nevada,622,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",13,168692.53846,26680.230769,25460.076923
State,32,Nevada,623,"SKIN GRAFTS AND WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITIONAL AND METABOLIC DISORDERS WIT",28,209237.14286,16642.357143,14345.035714
State,32,Nevada,628,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH MCC",15,363768.53333,36844.733333,33801.8
State,32,Nevada,629,"OTHER ENDOCRINE, NUTRITIONAL AND METABOLIC O.R. PROCEDURES WITH CC",20,229302.6,19800.75,15498.3
State,32,Nevada,637,DIABETES WITH MCC,300,121254.86667,12888.626667,10728.206667
State,32,Nevada,638,DIABETES WITH CC,297,87442.006734,8883.3333333,6895.989899
State,32,Nevada,639,DIABETES WITHOUT CC/MCC,29,47159.241379,7212,4825.3448276
State,32,Nevada,640,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITH MCC",810,98841.951852,11917.992593,9723.3765432
State,32,Nevada,641,"MISCELLANEOUS DISORDERS OF NUTRITION, METABOLISM, FLUIDS AND ELECTROLYTES WITHOUT MCC",548,61300.198905,7582.1587591,5568.0784672
State,32,Nevada,642,INBORN AND OTHER DISORDERS OF METABOLISM,25,92772.08,12229.2,10868.64
State,32,Nevada,643,ENDOCRINE DISORDERS WITH MCC,111,109369.27027,14627.846847,12584.846847
State,32,Nevada,644,ENDOCRINE DISORDERS WITH CC,91,98387.604396,9630.2527473,7752.967033
State,32,Nevada,645,ENDOCRINE DISORDERS WITHOUT CC/MCC,34,71827.029412,7013.2941176,5286.5294118
State,32,Nevada,650,KIDNEY TRANSPLANT WITH HEMODIALYSIS WITH MCC,21,500973.80952,69596.380952,32809.571429
State,32,Nevada,652,KIDNEY TRANSPLANT,35,431075.28571,43622.571429,25333.657143
State,32,Nevada,653,MAJOR BLADDER PROCEDURES WITH MCC,13,299407.38462,50724,48216.846154
State,32,Nevada,656,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH MCC,18,281663.5,48665.111111,24475.388889
State,32,Nevada,657,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITH CC,32,150137.5,16635.625,14303.0625
State,32,Nevada,658,KIDNEY AND URETER PROCEDURES FOR NEOPLASM WITHOUT CC/MCC,29,161194.89655,13633.413793,11398.413793
State,32,Nevada,659,KIDNEY AND URETER PROCEDURES FOR NON-NEOPLASM WITH MCC,59,167298.37288,22267.118644,18935.661017
